cat,label,review
平板,0,买来送人的，一般般，另外强调客服服务太差，买之前沟通好送的贴膜什么的，结果到手后就一个机器，耳机都没有的，问客服，客服推皮球，让我找京东，本身*钱的东西，这么搞，最后也没个回复。不了了之！
平板,1,买给爸爸的 主要看小说用。还算好用
平板,0,质量不咋地，三天屏幕就泛白，只能维修，担心越修越烂，
平板,0,非常不满意，买回来，才三天，就坏了……
平板,1,东西不错很好
平板,1,东西不错，物流超快，京东速度就是牛，对于追求速度的人，京东是第一选择，只说自营部分
平板,0,机器被别人动过！屏幕上有指印！有划痕！！！！！！！
平板,0,手机挺好，快递不行，送货转天送到，一直不交款，导致不能打印发票，催促客服，都是解决不了，差评
平板,0,手感很差，不亲肤。
平板,1,东西u不错，真的很好，清晰度挺高的，比想象中的要好，系统流畅不卡。
平板,0,控制不灵
平板,1,性价比高，系统运行很流畅，日常办公足够用。当然自己加个存储卡
平板,0,指纹识别不管用，耳机听不清，触屏敏感，这一星我给快递吧。
平板,0,刚买了就又降价了，太讨厌了，而且有时候接受信号不是特别好
平板,0,我买的手机出了问题要求退货，本人没有亲自签收，现在问我要发票，我本人订单的时候没有提出要开发票，都是你们系统开或者不开，现在都是电子发票应该有记录的，而且你们京东是可以信赖的商家，几千元的手机也没让人亲自签收一下，现在退货因为我没看到里面有发票的原因你们要扣我17%的税，这就是欺诈顾客，没有信誉度的事实，我本人绝对反对！！！为了爱国我买个国产手机用还要受这样的气，简直不可理喻，我为了买这个手机因为没有收到发票要扣我*块钱的事，我现在气得血压升高吃不下饭，我都五六十岁的人了如果我有个什么三长两短，你们要付全部责任，我现在告知大家小心购物诈骗！
平板,0,手机刚买了两天就开始出现死机的现象，国人不是不愿意购买国产手机，而是国产手机真的不行，望厂家还要把手机系统做的更完美一些
平板,1,用了一天还可以吧，不过电也费得挺快。
平板,1,做工没的说，没有卡顿的现象，正在使用，期待电池耐用些。
平板,0,差评，什么东西都不送，卖家太抠门了，质量也不好
平板,1,屏够大，老人家用合适。
平板,0,渣渣像素，渣渣分辨率，已经退货
平板,1,很好用，用了很多天了，确实可以！！！
平板,0,买完第二天就降*前客服说可以打电话，拿到货了说不支持sim卡！垃圾！
平板,0,这是在京东购物最恼火的一次 手机着急用 所以退了之前订的 专门找的京东自营的 比之前订的贵好几十不说 最让我恼火的是京东承诺6月1日7点前到货 我下班后没走专门等这个快递 给模式口站点打了三个电话都没人接 一直信赖京东的速度 这次真的太失望了 送不到也不打声招呼 问客服也爱答不理的 太不负责了
平板,0,差评，音量开到最大，房间有点声音就听不清晰，略质的垃圾
平板,1,送货速度快的无话可说 质量也是试玩了半天个人感觉对的起这个价格 蛮不错的……比较不错的一次购物
平板,1,用着还好，就是好了有时候会突然卡了
平板,1,不错，是正品，除了大黑边以外，都还好。。
平板,1,M3青春版好像是高通晓龙435吧？？有点发热喔，
平板,0,快递是没得说的！快！宝贝还行！就是客服好垃圾想问点问题好像欠他们几百万是的爱理不理的！华为怎么请这样员工！靠
平板,1,已经收到了，东西非常的不错，物流也特别快，用起来非常的流畅，一点儿也不卡，而且没有任何破损，感觉非常好，价格来说京东也是比较优惠一些的，以后还会在京东继续购物
平板,0,看过两三次电视剧，突然发现有一条线，寄回去说要换一台，又说我的机子外表有痕迹，不能换，只能修。我也是醉了，在京东买了这么久东西，买了这么多电子产品，除了之前买的三星手机不满意，这个是第二个最不满意的东西。实在太过分了，送修的时候明明一点划痕都没有，现在又说外表有痕迹。再重申一次，我的平板真的没有摔过，我真的无法接受这样子的售后服务，明明是机子本来就有问题，如果可以的话一颗星也不想给的，以后再买电子产品的话不会再选择京东了。
平板,1,华为大品牌，值得信赖，我家的手机都是华为的，平板屏幕比我想像的大，图像也很清晰，给老人用应该足够了，先用几天，好的话在追评。
平板,1,平板非常不错，屏幕舒服，帮同事买的同事很喜欢
平板,0,差评，居然没有购买发票
平板,0,买了才三个月不到手机主板就坏了，还不给保修，说是后壳有点变形，是磕了一下，难道手机磕一下主板就坏了，这是什么质量，磕一下主板就坏，屏幕却没有坏，难道屏幕比主板还能磕，严重质量问题，真怀疑是不是买到一个翻新的旧手机，一年保修都是忽悠人的，希望大家以后买手机这些还是去实体店，售后也好找，像京东这样，你手机寄过去，说一句不给保修，旧给你邮回来，消费者没有说不的权利。
平板,1,华为荣耀国人的骄傲，坚决支持华为，抵制美日，质量没得说
平板,0,平板的分辨率太差了！申请换货也不行，还说已经拆包，我不拆包能看见分辨率低吗？笑死人！
平板,1,帮朋友购买的，朋友说运行速度快，屏幕大，喜欢
平板,0,买了2个月黑屏了，说是屏坏了要换新的，一直用华为手机感觉不错，没想到平板这么差。
平板,1,给老人买的生日礼物，屏大，待机时间长，老人喜欢！
平板,1,东西很好，快递很快就送完了，正在试用着
平板,1,平板屏幕很清晰，运行很流畅，双立体扬声器音质很好！
平板,1,华为的产品有保证！??
平板,1,赶在618期间，速度快，视频清晰，音质不错
平板,1,华为的可以信赖
平板,0,如果可以给0星那就给0星，刚到手就降了200块，而且是自己不经意看到的价格，价保也没发申请，手机后壳震动明显，就像在扬声器上，声音大，像老年机
平板,1,给爸爸买的，经济实惠
平板,0,"64g,8寸，为什么不做成双卡双待。页面介绍也不清楚。"
平板,1,价格很便宜，很薄，屏幕很清晰
平板,0,分辨率太太太太低了，和小米平板简直就没得比，用了*买的亏了，买个这个垃圾货，唉早知道就买台电好了
平板,1,给爸爸买的，玩得很开心
平板,0,今天刚刚收到，发现很多问题，耳机没有就算了，连膜都不贴，有必要这么省吗？还有这破机信号又不好，4g网络老是没信号，屏幕也不清
平板,1,物流快，快递员服务态度好，平板用了感觉还好
平板,1,收到感觉不错，用般时间后再追评。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。
平板,1,拿手里感觉不错，性价比很高
平板,0,受话器声音微弱，怎么办，开最大音量也不行，尤其是地铁里和公交车车上更听不清
平板,0,烂机子，刚收到货就充不电！！！真影响心情！！
平板,1,用了一段时间才来评价的，用着不比外国的手机差，支持国产
平板,1,给老妈买的，很喜欢，大气美观上档次
平板,0,用了一个月各种死机各种卡。生气。
平板,1,好大，速度也可以，就是内存和第二张卡不能同事插一个，而且，机器自带内存有点小。总的来说，算是不错
平板,0,超级不满意的
平板,0,平板使用还是不错的！但是才两个月出现的充电不正常的问题！充电充一会没充满就不充了！
平板,1,不错啊，不错啊
平板,0,先声明差评是给京东的，不是给商品的，年前拍的，承诺年前到，2月6号就到哈尔滨了，2月13号刚收到，耽搁8天时间，物流没有动态，也没有任何人联系过送货，打过2次京东客服，只有派送点地址，没有电话，找到地方之后，派送点关门，门口贴着春节休息，12号营业，拨打门上留的电话，不知道货物去向，给了我另一个站点的电话，也不知道货物去向，又给了我快递员电话，辗转打了3个站点的电话，又联系的京东客服，没有人知道货物去向。中间催单客服也受理了，让我耐心等待，受理后也没人联系我，跟没受理没有区别！我想自提都不知道去哪提…中间有1个电话都没有，货物位置没人知道，也没人联系派送，可能我是个例，可也反映了京东派送环节的漏洞，如果无法承诺年前到，就不要打出广告，没人强求，大过年的快递员也都不容易，承诺不了起码提前告诉一声，这样杳无音信的是什么意思？货都收到了，京东客服才回访，问问收没收到…早干嘛去了
平板,1,不错的，用了一段时间了才来评价的，真心不错，华为品质，值得信赖
平板,1,想买平板电脑，直接就在京东买了，也没有看实体店，也没有看过人家用，现在到手了，用两天还行吧，就充电慢。
平板,1,给服装店买的两个，应该还不错。
平板,1,华为还可以，相信国产会越来越好，尺寸在大点就好了，感觉小点，
平板,0,发货贼jb慢，最后一次京东买东西了
平板,1,信赖的品牌信赖的自营，第二部T1-821w了，之前那部两年了还是很好用，姐弟两每人一部，都别抢了。
平板,0,垃圾机子经常黑屏气死人了
平板,0,卡，像素差。
平板,1,手机很不错，棒棒的，给五星好评，谢谢老板祝你生意兴隆
平板,0,超级慢的。好几天到的。不好用。
平板,1,用了一个礼拜在来评价的，感觉东西不错，是正品，机子很流畅，现在国产越来越好了，支持国货，废话少说直接上图
平板,0,普普通通的，就一手机跟充电器吗？新手机厂家耳机都不佩戴一个吗？很想退货的，感觉到麻烦就先用几天再考虑退不退货
平板,1,不错第一次用还不错！
平板,0,发票迟迟未提供
平板,1,这次算是，追加的评论了，用了几天手机黑边太大，其它的都可以信号、网络、速度都还满意，没有起热现象。总体了下就给个五星吧……
平板,1,非常好哈哈哈哈哈哈哈
平板,1,挺好的平板，华为还是可以的，京东也是很值得信赖的！快递小哥人特别好，给个赞！
平板,0,系统极为垃圾，各种不方便，甚至不能按应用决定联网权限，负分
平板,0,一般一般太一般了。
平板,0,用了几天 屏碎了 问换屏多少钱 客服** 去附近维修店**换的 真是骗子
平板,0,价格贵，配的膜不匹配，退货
平板,0,忽略东西好坏，京东现在钱不少收，服务很烂！
平板,1,流畅性很好，毕竟运行内存是3的，加入扩展卡，很满意，国产现在真觉得好
平板,1,购物节买就是便宜好多，屏幕大小比较适中，办公的话也比较方便携带，速度可以，还可以扩展存储量
平板,1,物流挺快，晚上下单，第二天早上10点多就到了，开机用了2天，反应较快，续航给力，看书观影都挺好，比较满意
平板,0,买来用来看视频的，又买了一个128g的内存卡，下载好电视剧一会文件丢失重新下载，然后格式化，又显示内存卡坏了，好吧不用内存卡了，直接本地下载也一样动不动文件丢失请重新下载，现在有赠品了，之前毛都没有，第一次给差评，差评！！！
平板,0,分辨率太低 建议后期再看别的 对眼睛伤害太大了
平板,0,产品确实不错，但是买平板竟然不送保护套，我觉得不可思议。
平板,0,说是买完就有优惠劵！买完了又说以页面为准！又没有了！信誉问题真的很头疼！
平板,1,评价晒单，为了得耳机，会不会发给我哟
平板,0,太难用了。。。。。，，
平板,1,，总体来说还不错
平板,0,我下订单时显示送皮套。结果没有?
平板,0,草 他 妈，买个东西搞一肚子气，双十一下单 赠皮套，结果那天忘了没下单，十二号想起来了，下单后一看没有赠皮套了，改成赠50元配件券，心想赠券也行，加个十块钱买个皮套算了，结果发个摄像头坏的机子给我，第二天退回去换新机，到十八号才拿到新机。中间浪费我时间也就算了，货到了不打电话也不说了，结果五十块钱配件券也不给我发，问客服说给我查，一等半小时没音，五十块钱配件券让我问三次，一会儿说三天内发，一会儿又说七天内。十二号下单到十八号才用上，发个赠券你还让我等一星期，那好，我先发个差评吧，顺便晒一下，世界500强产品拍出来的照片。
平板,1,刚到手，商家很用心用了一个大箱子，只为装这幺小的一个板。
平板,1,总体来说还不错！划屏开机不是特别灵敏。也不是啥问题！一直在用很好！
平板,0,字太小了，怎么调不大，很不满意，京东服务还是可以的。
平板,0,送货太差，机子就这样吧，包装太浪！
平板,1,买给爸爸用的，还不错
平板,0,这次购买非常不开心，平板很差，连个膜都没有，只有一个充电器，你们干脆连充电器也不要送啊
平板,0,怎么不是电信版的？？？我买回来用不了呀？？？怎么办？？？
平板,1,物流好快，电脑也挺好的，玩游戏很爽，儿子很喜欢！快递小哥很热心，满意！
平板,1,支持国产，华为大品牌值得一买!流畅度挺不错!
平板,0,连个视频会员也不送给个差评
平板,1,看着还可以 用着也还行 给爸爸买的
平板,0,你妹，我就用来看个视频，都老掉链子！什么SD卡兼容，屁，根本就是时好时坏。下个电影老是SD卡掉了，掉个毛线啊！！根本就没动过好吧！！然后又重新插上，过一下就又好了。但每次要看了，视频又都不见了！什么鬼平板啊，这么烂的东西。
平板,1,看中这款平板很长时间了，因为工作需要一台这样的平板手机，华为横空出世，做工好，屏幕2k分辨率，尺寸大小正好。就是价格坚挺啊。憋着六一时候买了。
平板,1,机器性能不错，系统运行很流畅，一直支持国产华为产品，性价比超高，值得拥有。快递速度很快，第二天中午就收到了，一次很不错的网购。
平板,1,之前买过M2，使用不错，黑边挺厌恶的，M3推出后没犹豫果断出手，终于把黑边减去不少，M3外观和M2一样大，但是屏幕超细腻，相信华为的质量，支持国产。
平板,0,屏幕太脆弱，才买两天，放在床上，不小心压了下，内屏就碎了，之前的三星平板摔屏幕都没事，又花400去华为客服去换个内屏。
平板,1,真心不错 这个价格有这款神机也是值了 赞一个
平板,0,质量不好、不喜欢！
平板,0,刚买的就降了200 不开心
平板,1,快递速度超级快，运行速度也非常快。棒棒的，京东自营有保障。
平板,1,购物上京东 质量有保证
平板,1,还不错，999元，
平板,1,还行吧，感觉接触不是太灵
平板,0,连耳机都没有！！！！！垃圾！！！！！！！！！！
平板,1,我刚买来的手机就只能充电百分之四十的电量了，客服也没有回应，我这是第二次购买了，商家是怎么做售后服务和保证质量的
平板,0,没有送膜和外壳，根本不是套装
平板,1,平板看起来不错，屏幕很清晰，摄像头也好，系统用的是4.0的感觉很好，就是home键有点小，不太方便。
平板,1,"看视频超爽,接wifi信号强，价格有点贵，操作与手机一样，其实就是大屏幕手机。"
平板,0,一分钱一分货。没有贴膜。没有保护套。就一个充电器。也没有耳机线。用的反应慢。卡。。用了一天总结下来。追加评论。等两个月后再来评论。还国产机。丢中国人的脸。
平板,0,严重差评！在买此手机，建议大家多看看评论，尤其评论下面的互动，不是一个人跟我同样的遭遇。4.29号买的手机，给我妈用，她也就打个电话，接个电话这个应该够了，然6.18号直接坏了，坏到送去维修店人家直接不修了，才一个半月时间就退休了，找华为客服让我们自己送去华为网点修，不给退不给换，找京东客服他们不管，第一次买华为，就想支持下国货，先买个试一下，没想到就是这么幸运踩到雷，刚买回来他们说反应慢，我想反正也不贵，配置差些也在所难免，就不评论了，没想到，哎。。。实在太烂了，严重怀疑是组装机，建议大家谨慎为妙！
平板,0,大家千万不要买这个，才买回来就总是卡死了，截图都不行 ，总是要关机重启，找客服直接把你推给售后，简直无语了，
平板,1,用了一段时间才来评价，挺不错的，国内平板也不差，希望更多人支持国货。
平板,0,质量却很差，用了一天果断退货。做工太次了
平板,1,咋天订单今天就到货，速度快，下次多多订货。
平板,0,手机是不好用的，虽然说价钱不是太贵，质量上可以不过关，但是软件不能用谁能接受了，买回来不能用，真是太伤心，以前非常相信京东的，现在没有信心在购买别的东西了，欺骗消费者
平板,1,物流迅速，价格合理，用来看电视剧，老妈很喜欢
平板,0,连无线网，网速还没手机快，而且运行不是很流畅
平板,0,为什么没有耳机.买的时间不是有耳机
平板,1,高配功能更为齐全 建议有钱就有高配起来比较好！
平板,0,这手机太垃圾了。都怀疑你卖给我的是假货。华为用了多年第一次见这种情况，失望！！可惜我发现太晚了，要不然绝对退货
平板,0,京东坑货，商品本身不错，问题是第一买，第二天就搞促销
平板,0,触屏不灵敏，买了用了半个月居然就卡到不行！！！果然一分钱一分货！！！！
平板,1,京东送货还是好快，平板很不错，比我想象中的要薄一点，棒，好评
平板,1,买的时候刚好赶上618活动，降价了。988买的，东西真心不错，好用！
平板,1,蛮好的，买了给我外婆的，表扬快递小哥！小哥腿不太方便，但是从来都是送上门的！
平板,0,刚买回来 卡插进去就拔不出来了。问客服 结论是拿去维修。郁闷的要死 。打华为客服简直是恶心到爆。说这款带了个针 必须要针才行。 找了半天也没找到个针。一晚上就在折腾这个破事。后来用镊子才揪出来。以后不会买华为的东西了
平板,0,华为的售后服务非常差，荣耀6保修期因为拆了下机，没有人为损坏，结果检查主板有问题说要*，新机才*，建议大家以后都别买华为的手机，很后悔前期买了好几台，以后坚决不再买华为手机。
平板,1,平板比较薄。。大小方便手拿。。像素一般。。看电视用超清的可以。。跟之前用的苹果还是有区别。。毕竟价格不高也已经很不错了。。只希望别买到翻新的就知足了。。
平板,0,华为手机三大恶心：大黑边，虚拟键，三选二卡槽（因为要用TF卡，双卡双待形同虚设！！！）
平板,0,第一次送来个坏的 退回去的路上就降价了 还不给找差价很不爽的一次购物
平板,0,用了一个月左右，蓝屏了一次 卡机好多次 本来支持国产的 没想到。。。。
平板,0,不好，拿到手电源键有问题，不好用
平板,1,屏大，电量足，声音好，速度快。照相比其他高端机略有不足。
平板,0,说好的送耳机没送，说什么先到先得…第一次在京东遇到这样的事…
平板,1,送货快，产品一般般，一分钱一分货
平板,1,手机还是不错的，只是刚买一个月掉水里屏坏了，到华为售后换个屏九百啊。。
平板,1,东西不错，系统还算干净，不用装其他的管理软件了，屏幕最爽了，够大，速度快，到现在为止没有死机，
平板,0,显示屏比较模糊～
平板,1,很好用，很清溪，不卡。
平板,1,购买的平板电脑不错，下次继续关注。
平板,1,吾消费京东商城数年，深知各产品琳琅满目。然，唯此宝物与众皆不同，为出淤泥之清莲。使吾为之动容，心驰神往，以至茶饭不思，寝食难安，辗转反侧无法忘怀。于是乎紧衣缩食，凑齐银两，倾吾之所有而能买。东哥之热心、快递员之殷切，无不让人感激涕零，可谓迅雷不及掩耳盗铃儿响叮当仁不让世界充满爱。待打开包裹之时，顿时金光四射，屋内升起七彩祥云，处处皆是祥和之气。吾惊讶之余甚是欣喜若狂，呜呼哀哉！此宝乃是天上物，人间又得几回求！遂沐浴更衣，焚香祷告后与人共赏此宝。人皆赞叹不已，故生此宝物款型及做工，超高性价比之慨，且赞吾独具慧眼与时尚品位。产品介绍果然句句实言，毫无夸大欺瞒之嫌。实乃大家之风范，忠义之商贾。
平板,0,京东商城提供的发票是假发票，请大家一定注意，之前有开过发票的小伙伴建议是查一下发票，一免被税务查到，京东商城给我们提供的假发票就被税务查到了，正在交涉中，
平板,0,流量卡都用不了，累
平板,0,一般般不怎么样啊一般般
平板,1,华为不错，性价比好，很喜欢
平板,1,包装太简单了，箱子都变形了，希望平板没有事
平板,0,平板到没什么问题，我在京东买的华为手机音量键有问题，15天以内我寄回去，不同意换只能修，还要修1个月，还不如早点叫我自己去本地售后修，表示很愤怒所以没评论的都给了中评，抱歉
平板,0,买完送货很快，学习了网友的经验教训现场拆开京东的外包装——果然是拆开过原包装的旧机器，当场要求退货。
平板,0,不太好用，电池也不行，而且用起来不好！
平板,1,到货速度很快，使用后再评价。
平板,1,收到了，快递速度挺快的
平板,1,这款平板还是不错的，运行流畅，平常使用足够了
平板,0,此店服务太差，手机买回来就有质量问题，退回去厂家又退回来，提醒大家不要在这家店买手机，这是购物以来最不满意的一次
平板,1,满意的购物，快递是亮点，很快。态度也是非常的好。谢谢
平板,0,非常不快乐的一次购物体验，因为不在赠品范围内的自己买就是了，有赠品的何必再买多一次，结果一件事情分几次完成，花费很多时间，结论是自己太蠢。
平板,0,二手货骗人的不相信京东，一个八百多块的手机还这样骗人
平板,1,开机比x米快，无论看电影，浏览画面都清晰。
平板,0,为什么给一星，原因很简单：18日诛仙游戏出活动，只要买就送游戏虚拟物品，我就早买2天。点背！现在很想退货，再购买一次，得礼包。
平板,1,给宝宝买的，很喜欢，之前犹豫很多次感觉小，到手后感觉刚好，赞。
平板,0,啊～啊，刚拿到想要竟然发现右上角磨损了，这可是刚收到的货啊，难道是被人用过的？差评极度差评！
平板,0,不是很好的
平板,1,第三次帮朋友买了，很好用。快递给力。赞一个?
平板,0,不错，价钱也合理。
平板,1,特意用了一星期再来评价。期间没出现网上说的那些问题。屏幕清晰！音质好听是卖点！电量的话玩游戏看视频能坚持5.6个小时。性能也可以。玩王者荣耀不卡！其他游戏没试过。
平板,1,还不错，但是送来的时候包装都破了，屏幕比例看着有点不舒服，续航很满意！
平板,0,买了没一个月！平板壳子四处开裂！小伙伴们你们看着买吧！
平板,1,好看，用了都说好
平板,1,屏够大，用来看视频挺不错的
平板,1,相当不错了，好赞，安卓系统平板中的战斗机。。。。
平板,0,什么都不说了，忒不满意了，拿到修手机那，又花了五十块钱修的
平板,1,东西很快就到了，不得不佩服京东的速度！打开一看颜值还挺高。用着蛮顺手的，暂时没有什么不好的情况。
平板,1,放在手上刚刚好，电池容量很大
平板,1,一7六6买的。低配。用起来反应是真快啊。目前没发现问题。支持下国货！
平板,1,感觉运行速度很快。
平板,1,用了两天，总体说来挺理想的，各方面性能都可以。就是玩游戏时有发热现象。
平板,0,这么晚才有时间来评，平板外观很好，信号太差了，移动卡装进去，居然没信号也打不出去，这还是通话平板吗，最差劲的一次网购了。
平板,0,很大，也可以打电话。。。。。。。
平板,1,好好好，好好好，好好好！好好好
平板,1,平板应该还是不错的，华为也还可以，还没用，等待测试。一次买了两个。大小还算合适。快递也还不错。调货一天半。
平板,0,快递员态度太差，我们要求开机验货，京东快递直接说只要外包装是好的就行，然后就走了，外包装好的不能证明里面就一定是好的吧，万一里面屏碎了全谁的，只能说京东快递服务完全没有宣传的那么好，稀烂！
平板,1,做工不错，老婆在用，支持国产，
平板,0,差评，买的时候问的带内置听筒，结果买来了不带，而已打电话回音比说话声还大，必须差评？
平板,1,华为品质不错售后离家近！！！
平板,0,东西可用，赠送的皮套太差，安装上去，屏幕就会自动锁屏:，动一下就的自动锁屏:，我问客服，客服基本上是可以不鸟你，第一次在六一八购了这么多件大件物品客服基本上都是不理人的实在是让我太伤心了以后估计都不会在京东买东西了。****的老公开的公司是比较牛逼啊。
平板,1,华为M3系统挺快，外观漂亮，用起来不错啊
平板,1,买给妈妈用的，平常休闲娱乐用性价比很高
平板,0,手机买了三个月左右，手机就存在卡着不动然后就自动重启，开机慢，后置拍照不行，就发这条评论，就自动重启了三回，不是我拍照不行，第一张物体颜色暗，食物不是这样的，我点了聚焦，拍了几回，但是出来就这样，第二张拍天空，换了几个地方聚焦，曝光都很严重，换了手机拍照都少了
平板,0,懒得评论，太坑了。刚买就降价，天天领京豆翻牌永远都是谢谢参与，几个京东而已，有必要吗？真想骂京东
平板,0,平板使是用过的，感觉是退回来的，用了几天感觉也没多大事就不退了！不过京东也太不靠谱了！
平板,0,京东真是伤不起
平板,0,不是很理想
平板,0,真不怎么样，真差，差，差
平板,0,感觉不好用，京东不如以前了
平板,0,话不多数，不值这个价格，请慎重考虑再购买，买了当天晚上就后悔了，配送员服务态度挺好，给配送员服务一万个赞。
平板,1,给孩子买的玩具，，我给试了下，运行速度挺快的，像素也高，
平板,0,分辨率低得吓人后悔买了，国产的东西就是不行，跟其他东西还是有区别，我们也别打肿脸充胖子，确实不行啊
平板,0,发货速度太慢了，物流也慢，网上购物以来从来没有遇到这么慢的。购买的时候显示的有货，等过了几天问怎么还没有发货，客服告诉我说没有货，其他不想多说什么！
平板,0,最垃圾的平板，没有之一
平板,1,好好好好好好好好好好
平板,0,**！！！上面竟然有别人的微信，害得我妈妈不能登陆自己的**！太缺得了！严重鄙视！
平板,1,挺好挺喜欢啊
平板,0,怀疑是二手的，屏幕有指纹，1月7号买的，提货。机器相册里有张11月7号的截图
平板,0,到手就是弯的，包装就一个塑料袋子包着盒子过来的，第一个差评给你了，
平板,1,这个平板这是买第三个了，加上X1，还有其他手机，总共买了六个华为手机了，华为就是好，以后换手机，只买华为
平板,0,屏幕分辨率太差
平板,1,手机不错，电池也比较耐用。
平板,1,华为忠粉，很好用，看电影打游戏都不错，就是偶尔机身发烫，重启一下或者待机状态下几分钟就好了～
平板,0,这是我第一次为华为打这么差的分，实在是买了手机，一个上午就没电，我相信不是翻新机就是有问题，由于工作很忙，货是发在公司的，然后拿的晚，本来准备退一看时间过了，换货我不太看好了，我在实体店买了一部，同款，价钱贵了五十块，但是电池很耐用，不会一个上午就没了
平板,0,膜也不给贴，不会贴的人拿那个膜跟本就是浪费
平板,1,刚到手，正常使用还不错。。。。不过到手才明白为什么都吐槽华为祖传大黑边了，确实扎眼。。。。。。。。。。。。。。
平板,0,"这次购物比较郁闷.我3.4号下单订购X2双4G版,3.5号收到货却是移动版的."
平板,1,开箱后是50％多的电，玩了近四个小时，剩14％的电，充电三个半小时才充满，有点久。
平板,1,还不错 还不错 还不错 还不错
平板,0,仅仅时隔2天48小时，手机刚拿到手里不到5小时，降价100。京东你是坑我的节奏吗？
平板,0,逗比么？膜和机器不能一起送来，扯淡得很。
平板,0,开机时间太长，上网反映迟钝，看视频老是卡。
平板,1,买第二个了，用着不错，很流畅。支持华为。
平板,1,给儿子拍的艾派德，收到一段时间了，目前感觉还不错，物流很快，总之感觉还可以，好评！
平板,1,可以可以可以！
平板,1,呵呵还不错挺好的
平板,1,双十一买的，价格优惠，看着够大！
平板,0,买了3个 平板 ，有2个是坏的 ，返修了快2个月 ，还没收到货 ，给最差最差的差评。
平板,1,父亲节的礼物，老人很满意，同时买了支架 估计为了同时派送 所以耽误了一天 3天也很不错了！唯一郁闷的是收到当天发现另一个颜色便宜了40，而且闪购商品不受价格保护 可是当时2天价格都保持一致，算闪购吗？
平板,1,送货很快，只不过是不是低配版没有耳机啊，有点失望。具体细节体验后再评价
平板,1,才开始使用，希望质量没问题。
平板,0,垃圾！京东就是垃圾！强烈建议大家不要在京东买！！！！！
平板,1,质量和物流、配送超赞五星
平板,0,用了几天才来评价的 ，京东真是够了，第二次充电数据线就用不了了，说什么给我30的卷再买根，答应了可以抵运费，还是收了我运费，然后就没有然后了。这第二根数据线能不能用还另说呢！而且充电超级慢，没5/6个小时就甭想 了。
平板,0,手机买好回来就有华狠，估计是别人退的，在京东上买了两次手机，第一个苹果4s买回来冲电器不能用，忍了，第二次华为是别人退的，对京东彻底失去信心，以后买电器不会在上京东了，别人退的货为神马还要在卖跟客户，京东在欺骗消费者，给10分差评。
平板,1,超级好用 很喜欢
平板,0,垃圾手机，不知道是手机问题，还是货源问题，手机开机以后根本不能用，卡的还要死，真不知道从哪弄的垃圾货
平板,1,很不错。音效超赞。做工精致。没发现啥大问题。
平板,0,不好，什么都没有，裸机，而且总出故障！差差差！
平板,1,给老爸买的，老爸很满意，老人眼花，看东西费劲，这个平板可以把字体调大，看起来省力很多。老人使用，功能要求不高，就是上个网页看看视频聊聊微信，这个足够了。
平板,1,电池还比较耐用，分辨率也高，除了像素不咋地，其他的反正是满足我的要求
平板,1,用了好长时间才来评价的，，，真的不错 正品 比实体店便宜好多
平板,0,像素不好，下载软件也不行
平板,0,差评不是黑，主要是想给目前想买的人看的。
平板,1,平板还不错，就是啥也没送，皮套，钢化玻璃膜，都要自己重新再买，希望能去一步到位！
平板,1,挺不错的 第二个了 挺不错的 第二个了
平板,0,永久封锁条例：我宣誓有生之年再也不在京东上消费了，全面抵制网络消费，3年内逐步取消退订宽带服务，一场消费引发一场战争
平板,0,手机不错.屏大适合玩游戏看电影.就是有些功能不会弄.送货员态度不好
平板,1,第一次买平板，华为m3使用一天，感觉不错，有些功能还在摸索，618下单，也等了两三天，整体满意，想问一下使用了的人，这款通话版能使用分屏功能么？能玩王者荣耀么？
平板,1,看电视剧很顺畅，满意。
平板,1,不错哈，屏幕大，看小说不错！
平板,1,非常不错的产品
平板,0,非常小心的使用下机身严重弯曲！！售后不负责说是人为，再也不相信华为！！！
平板,0,买错了不能用卡的；后悔
平板,0,包装盒上贴着8g，其实只有5g，像素也不行了
平板,1,没得说，性价比超强，超好用！
平板,0,一星是给快递员的，装了卡后盖子都不能盖严实，跟客服反应问题一直跟我扯是卡的规格问题，microSD卡能有其他大小？
平板,0,受手机支付限制，分两次买了三台。结果，送老人一台居然是返修机！！新机里面出现别人的大头照是什么鬼？？京东/华为你粗来，给个解释听听？？？
平板,1,京东的快递真心迅速，和别的快递不是一个档次的，第二天就能到
平板,0,没收到货怎么交易就完成了？？？？？
平板,0,差差差，8月2号到的用了一个月触摸屏坏了。问了客服没有人回答。
平板,0,不是很好哦，速度很慢。
平板,1,好评，我感觉不错，你看它耽误睡觉，呵呵呵。
平板,0,大黄屏客服还说啥最合理屏幕显示 第一次买华为 真是够了
平板,0,手机还行 就是没有配耳机线这点表示很无奈 买给老人家用 冲着华为 品牌买了三台 后期再来评价
平板,0,京东的购物体验特别垃圾，珍爱生命，远离京东。
